Poor fon,-1
very amazing phone,1
gud products,0
I got this mobile 12999 rupes yes value for money no issues til now nice performance iam using this mobile more then 1month,1
Worst thing,-1
am not impressed  this model camera is not good 12 mp camera ,-1
Worst experience to buy an Lenovo,-1
Its value for money device But battery is no great,-1
Good phone Owesome Performance,1
mind blowing phone,0
Very worst performance and speed is very slow Is not 4GB RAM speed,-1
Scren light is atomatic high and low please apdate this phone,0
I Want Tracking Id Of My Orders In Which Section or Place I get,0
Best Buy compared to other phonesGot the phone for 12999,1
Good phone on all parameters,1
Supub phone,0
Phone has been hanging and net connectivity is very bad And the phone I have received its display was damaged So are bad,-1
bad phone west money and time,-1
excellent,1
I dont like product,0
Battery type bad,-1
what phone extremely super but i purchased in offer time 12000 only,0
best phone 15k,1
battery not good,-1
thank you,0
Dont purchase this phone at all Worst software interface No ask every time  option in SIM selection for SMS When sending group SMS even landline numbers are being added and cant be removed SMS are sending to landline numbers as well Individual delivery report is not coming,-1
good but canera in line display,1
my display broken when fall from 1 foot  I dont think it is Gorilla Glass 5 Very bad experience,-1
Pathetic model Hangs a lot Got it replaced and still hangs Wont suggest anyone to buy phones from Lenovo,-1
superr phone thkz flipkart,0
good one but more expected ,1
this phone very bad mic issue call duration,-1
Value for money at 19000 Looks are awesome of this device Display also good but dissapointed in camera,1
Worst mobile,-1
Not working properly at all Very bad service from the Lenovo service centers in Goa,-1
Mind blowing purchase,0
great phone good display awesome camera in both daylight and lowlight battery backup is OK after 10 days of full use I can say its really fast with great full HD display and brilliant camera along with premium look and the phone also does not heat up with maximum use overall a good product from Oppo,1
this mobi,0
Worst phone not working properly,-1
Very poor camera quality 2mega pixel,-1
This mobile is worst its mic not working after talking of 5 minutes So pl dont waste money,-1
Very bad experience with Flipkart I got this handset just 2 days before n its a faulty peace I have a speaker problem ,-1
Good MobileBt Battery backup very poorPls if u want purchase go for Oppo F9 pro,1
Screen broken in 10 days without any fall Not durable,-1
Sim is not deducting the network Makes me very irritating,-1
very cool phone,1
amazing,1
front camera clarity is not good,-1
Nice camera quality terrific performance best to buy at 12000 rs,1
very Bad product,-1
phone gets heated when used for a while,0
my bad luckover heating,-1
nice phone with good camera and quick charge facility,1
Awsome oppo f9 but the display should be better little bit Over all its far better than the others,0
great phoneat this cost,1
Internet speed was very slow,-1
Pros camera,0
superb piecegreat camera overall good performance I got oppo F9 for 10700,1
Amaging,0
Camara not good,-1
I use this product 1 month really good and nice mobileI m very happy value of money go for it,1
best best best,1
worst camera dont buy,-1
bast photo oppo f9,0
Fabulous,1
product is very good,1
gud one im satisfied,1
Very worst,-1
welcomed,0
great mobilereally such a great experrions,1
BAD CAMERA AND SLOW PHONE,-1
overall nice,0
camera lags very badly out of the box without even installing any apps ,-1
Its not a good product,-1
finger print sensor  is not working for camerawhen taking photo,0
Buy without any fear nice mobile  good in looks good nice display an good battery life thanks to flipkart for a superb Dael,1
bad phone,-1
very bad phone go oppo k1,-1
Do not buy this phone It lags all the time App loading takes longer time Snapdragon is not successful in entry level position,-1
better,1
happy with my phone,1
camera45 ,0
Thanks flipkart for quick deliveryi got this phone only at 10k after exchange my samsung ON8so its 5 star for value of money below is phone prons and cons from common man point of view dont go for expert advice  good things are 1 screen is awesome premium full view displayi feel only app icon is bigger as may be i compared with my old samsung 2 battery is good100 battery is last long 24 hrs after continuous 4G On,0
amazing phone but delivery is late one day from actual date,0
Battery backup is very poor quality and I am not using data in this phone,-1
bulky mobile  not good,-1
good product paisa osul,1
Bad battery life,-1
Very bad,-1
Excellent Device Order this device on 26th October  and delivered by flipkart on 3rd November I bought this phone in big billion day sale and grab awesome exchange offer Box content  Phone,1
Not value gor money becoz same or high capcity realme 2 offfer in 6128gb,0
Mobile not good use Some times hang on,-1
Mic problem ear phone is too bad,-1
awsm phn superbb camera,0
good phone,1
Great deal by flipkart,1
super handset,1
No good work,-1
I love this phone,1
All features are good Oppo mobile only allow video call in Jio to jio You cant do video on other network on voltee LTE network,0
good nice one,1
Amazing performance,1
The provider not good damaged item,-1
Thank you flipkart for quick service  Oppo F9 really Excellent Mobile  camera quality super  Battery Backup Good  Display  Good Processor fast  Overall I am satisfied,1
Superb mobile I love oppo products  Flipkart amazing delivery,1
selfish camera is not batter,-1
worst camerawhenever open 40 MP  camera its mobile automatically struckdont bye this product for camera purpose,-1
its good in range of 12990,1
everything is good but camera is not as good as Mi 5 pro,1
cemra lens brack and it not availavl in local mi center  very bad cemra lens,-1
sound is low,0
It has been just 3 months and my phone gets Hangost of d times  even though its dual SIM Whn u use 2 Sims d mobile will hang like hell  its not worth d price,0
Camera quality is not good and price is a bit higher when compared to features,0
god,0
Very bad experiences from Flipkart,-1
nice Mobile,1
not good as I expected  its not value for moneyit should  be 10000 only,0
SUPRB MOBILE PHONE,0
Mic very bad,-1
Bad quality no phone,-1
Facing heating issues The service of Flipkart is really bad in regard to solve the issue,-1
very stylish and good looking,1
A very good smart phone at a very reasonable price 128gb internal memory with 6gb Ram at Rs 18999 is very reasonable I am super happy with the phone,1
Super,1
Excellent Performance,1
Not happy with the camera performance is very poor ,-1
Simple superbbbb,0
Very nice Phone is this,1
rear camera is poor The pixels blasts in normal photos and opportunity apps pre installed in the mobile are very annoying,-1
i love this phone but front camera i am not satisfied,0
dashing,0
amazing camera quality and superb mobile,1
Battery not better,0
Its like verry poor,-1
F9 us not good,-1
avrag phon,0
camera quality are not good,-1
nice phone good display good battery back up cemar good but not natural photo artificial good performance ,1
worst product ,-1
camera ,0
camara is not good,-1
Battery  backup  very bAd,-1
Camer not a good,-1
Beautiful display Sound quality is good Touch screen operation are smooth  No problem about battery,1
Nebula red  looks absolutely Awsome  Thanks flipkart,0
Best mobile is oppo,1
Mic is not working properly Worst product,-1
Mike not good,-1
good quality,1
music sound  low,0
love  u  flipkart  for  fast  diev,1
bad phone waste of money,-1
Best mobile for money,1
after using almost 1 monthit is good mobile good camera clear voicemust buy,1
Mobile is good,1
value for every penny dont think just go for it,0
Battery draining not good ,-1
Mic is not good,-1
this is cool phone,1
Handling smooth and looking rich,1
I was poor item delivered by flipkrt not tested item,-1
Got the Nebula Red Colour and I think its totally divine The performance,0
One of the worst buys ever,-1
nife,0
Worst experience with this device,-1
very bud,0
Phone is nice overall but not happy with the data cable as its not working,0
Superrr phone,0
Very good productBut battery is not good,0
Hi Guys  Go for it,0
Poor camera quality but 4999 its ok,0
heating while gaming,0
Good phone at price,1
 Shot on 7pro  ultimate,0
A Game changer by Xiomi,-1
awesome phonecamera is better then iphone,1
This is useless phone Two months performed well after that always Hang  Please dont buy this phone If you will install games in this phone then it will work very slow,-1
sound quality is very low,0
oppo f9 look is very awsomeand thnks to flipkart  ekart delivery boys this mobile fast deliver to me,0
The phone hangs a lot It heated up while charging Charging is very slow,-1
Nice mobile In all aspects 450mb for volte update is concern and  sim ejection tool is missing,0
one of best fone  nd service is vgud ,1
camera quality is poor,-1
Oppo F9 good phone in manner of camera,1
Worst product Very poor customer support,-1
Lenovo k6power is not good phone,-1
bad experience scratches on camera lens in 10 days of use,-1
thanku flipkart to give value for money product,0
Must buy,0
I bought this product at 12990in sale 2019,0
Awesome Phone,1
fast delivery,0
excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent excellent product,1
worst phone i have ever seen,-1
5 to 5 Stars Thank you Flipcard,0
Poor display Very low brightness even at maximum a level ,0
yeri god pic,0
For all those whose wish to buy this for more use of camera,1
Decent device Not for power users,0
can get better phone in this price very bad display cant see anythng in sunlight despite keeping full brightness worst UI buy only if u r selfy addict waste of money,0
front camera is disappointing when compared to note 6 pro or poco f1,-1
Worst piece that I have got from Flipkart The screen doesnt respond quickly,-1
Poor product not respond correctly,-1
Phone quality very bad,-1
value for moneyworth buying,0
width of phone might be more,1
Not much good hanging problem go for K6 note,-1
Worst product,-1
Great phone,1
I got this mobile on Sunday 14102018,0
nice phone in oppo,1
thisis mind blowing phone camera Is too best and battery is soo good,1
the clarity of video and cemera is not good,-1
beyond expectations theres only one problem is with its audio output in earphone thats worst,-1
Camera is not good,-1
with out ant touch cals are getting disconnected when we talk through headphones while mobile is in pocket,0
good mobile in less price,0
Front Camera is very poor quality just like using 7000 phone,-1
Camer quality is bad,-1
Not value for money,0
NICE,1
Its bad quality bad product,-1
fast delivery by flipkart,0
All features in one phone,0
Very Slow ,-1
osm camera,0
mobile ok but this price range oppo atlist give SD660,1
Phone is Good but performance is not good,0
owesom,0
as per performance gud product from oppo as the battery icon shows battery percentage with in 10bhrs as low  over all gudphoto   photo quality is good,1
good product display not full hd,0
not satisfied,0
Plz Dont buy this phone this one is very worst product,-1
I am got this phone with exchange value 9300,0
Very poor quality Dont buy it,-1
Bad choice Cannot hear other person talking,-1
heating issues48 MP disappointed  battery average bad indoor camera performance audio average,-1
Feeling very happy ease of use can buy this product only thing Im not satisfied is with portrait photos completely not blur and another thing earphones,0
Suprb Great productNo any problem This phonei loved it oppo f9only day time display bhritnes low,1
This is one of the best product by OPPO I think so,1
good and fast,1
Exlent mobile,0
Not a good experience,-1
Very good handset,1
Build Quality is not good Screen broken in a week of use,-1
Very slowly charging Takes 7 hrs to charge Ui is also bad,-1
Mic problem the receiver cant hear me its worse,-1
superb camera,1
super mobile but camera quality bad,0
Worst I have ever seen,-1
Worst mobile Dont getthey are selling defective product,-1
Very Bad,-1
Awesome  camera,1
best mobile phone,1
bad,-1
Worst battery backup,-1
indeed a great phone in its range,1
Oppo is claiming 16 MEGAPIXELS but it is not up to the mark  and dont buy if u r going for camera phone,0
only 10000 me nyc mobile,0
it is good,1
Delivery very good,1
very good performance value for money 13000rs,1
Awesome camera phone and good performance If u r buying for camera purpose it is awesome battery backup is not so good,1
nice one but when somebody call that in between time gap voice will break Its the bad one for it,0
No warranty Within two and half months it didnt work when given to authorized service person at Bangalore they said litmus paper inside the mobile has changed colour because of water has gone inside  Even though pleaded that no rain in Bangalore he said mother board not functioning because water had gone inside I was told even if a drop of sweat when we talk goes in litmus paper will change  Lenovo does not guarantee when litmus paper changed and mother board failed  Please dont buy Le,-1
osm phone,0
wow nic phone,0
over all its awesome,1
best,1
Exlent phone,0
Useless mobile,-1
cherge problem,0
next time offer please,0
ok ok,1
nice product totally satisfied,1
Not good,-1
very very bad,-1
Review after using it for 15 days,0
nice cameralove it,1
worth it I bought it for 9486EMI,0
worst  product  software problem,-1
good product  camera was good perform ,1
proper product review will share after 10 days of uses however this oppo looks very very   I like it,0
Overall good but charging takes too much time like literally,0
The performance of the mobile really fantastic is every waysIt definitely value of money,0
ameging mobile phone  thanks you Ekart ,0
Waste and worst phone,-1
Osm Performance,0
Better camerarich colors on super vivid mode,0
oppo f9 different look and value of money mobile is good draw back internal storage more than not bad,0
Awesome mobil by oppo and good service by flipcart,1
overall sattisfied battery is fineno problems faced,0
nice mobile to use good product,1
worst phone in my opinion after using 15 days,-1
amazing pic,1
Very pathetic Bad phone I ever had,-1
mobile is heating problem ,0
Very bad battery is very poor  and filpkart customer service is also not helped Please dont buy in filpkart any items,-1
Fast delivery thanku Flipkart,0
Love the phone great battery life,1
Awsm Phone Fast Service By Flipkart,0
I like this product because of exchange offer of flipkart Thank you flipkart,0
dont fall in price tag,0
very good for 12999 rs,1
Worth the price,0
EXPECTATIONS NOT REACHED,0
excellent phone,1
BEST PHONE UNDER 16K,1
Waste of moneyvery bad,-1
worth of money,0
Worst phone creat lots of problem,-1
Poor product quality,-1
average performance,0
Very worst  using only 2days phone hanging,-1
very awsm product,0
lovely phone,1
lovely,1
awesum,0
Very very poor,-1
Slightly disappointed,-1
he checked mobile but same issues he knows very well but he told software issue and he told you want to update your mobile,0
awsm,0
Bad phone its hang nd automatically switched off  on worst phone ever,-1
Speakers are worst and microphone is having some noise distubens,-1
very useful mobile value for money,1
Non functional  Worst product,-1
Bad service Lenovo mobile service centre pls dont buy any Lenovo products after sale the service of the company very very bad,-1
not best in this price,-1
Worst experience Eckart has started selling his products in Tempo Tells his Customer to Come where their delivery Tempo is Standing and collect their products,-1
Its good,1
Low cost high features phone,0
Very good,1
Nice  phone,1
THS mobile is not good over hanging n heating,-1
very nice mobile betri backup long lasting maja agya,0
very very slow ,-1
device is very good,1
smart camera,0
As delivered before expected date only 1and half days it took not yet used the phone in my view its a nice phone in comparison to price discount face unlock feature is there and phone is having high sound quality as well as audio and video earphone is awesome to listen Very big phone OK price OK phone,0
battery charging take more times because of first few days only charging fastall others ok value for money,0
Wowww it goof,0
super mobile  wow,0
not good dont buy laging like hell within 6 months,-1
nice mobile no heating but drain battery faster with other competitior,0
after using the five months the oppo f9 is very nice  and the oppo battery backup exland,1
my phone oppo f9,0
It is very nice phone,1
Value for money Worth buying and rightly priced,0
such a nice phone where as compared to my previous phones,0
Lot of time unfortunately stopped camera,-1
Best Buy at 135kloving it,1
Front camera has extra white effect Back camera is very goodBattery is not so good,0
Very bad mouthpiece  Other caller unable to here clearly,-1
Battery is superb with backup of 24 hours Camera is also superb Screen of 63 inch is rarely good which is good in length but width is less,1
Within one week Mike prblm worst made,-1
nic,0
only notification light and fast charging option is missing overall loved it this is my first oppo smartphone and Im happy with it,0
mind blowing product,0
Very bad experience with lenovo k6 power plus and after that very bad experience with lenovo customer care also,-1
Osm thnx Flipkart,0
nice Mobile in low price,0
awesome phonevery fast working,1
you are best,1
battery performance is not good,-1
camera not good 48M ,-1
lightining deal,0
My life phone,0
poor camra qyality ,-1
Nice but this price range fingerprint missing,0
this review is using this phone after more than one monthnever buy this phoneuseless phonewaste of moneyxiomi is best,1
nice phone battery backup average,0
I havent rated the product But the service by flipkart It was pathetic,-1
Nice sale phone,1
I loved it,1
Worst mobile of my life,-1
nice and best OFFER,1
thanks,0
Im happy,1
unbelievable 4GB ram phone is slow multiple application not working phone slows down fast charging not availableotherwise okay,0
Very poor quality phone dont purchase lenovo bestag of money,-1
Value for money Worth each penny Go blindly at this price bracket,0
Happy,1
good performance,1
I have used this one year but after one year expiry its going very bad nd battery performance going 0,-1
Verry flop phone 2 time motherboard change phone failed,-1
Overall better product,0
camera quality is awesome,1
camera is not good as compared to 12 MP,-1
lenovo k6 power is very bad mobile because he  has very problum in mobile exmicc pro,-1
affordable not awesome,-1
Good phone with exchange offer,1
very bad ,-1
bad ,-1
had a great impact on me  loved it,1
This is Smartphone are hang and too bad dont buy it,-1
One of the worst experience with Lenovo My suggestion is that dont go with Lenovo,-1
very NYC phone,0
phone is good at this price but its little hang at some perforfance,0
Nice mobile and camera quality  awesomebattery life also good Overall performance good,1
Worst purchase ever  Had to sell it within 3 months ,-1
My mobile performance is worstmike issue is thereservice provided by Flipkart is not good,-1
mast deal with flipkart at minimum rate,0
not good phone ,-1
in this mobile sim slot is not working it a manufacturer damagethe pice is not working the sim,0
Awesome product,1
thanxxxx seller and flipkart best,1
Phone is good and also battery backup is good,1
super wow spped,0
Very bad smartphone my one speaker is not working,-1
This phone is tottaly worst its create problem after purchase like overheating and charging problem,-1
worst product  the entire phone collapsed within a month and got a replacement but the replacement also collapsed,-1
Not a good mobile,-1
Too gud,0
I got it only 11500rps,0
good product  its looking  nice,1
Bad Product and Bad shopping kart site Plz dont purchase from Flipkart,-1
Mic problem worst phone,-1
badiya msst phone good battery with earphone,1
Battery poor,-1
I got this phone for 12990,0
awesome phonegreat battery backup,1
best service best product,1
its an awesome,1
no happy,-1
i dont like,0
The packing is very good and phone is much better in that price range,1
Best phone in this price I bought it for 12990 and got it by three days later a very fast deliverybest mobilethe camera is best it is like DSLR  mobile is Terrible the face unlock,0
value for money moblie,0
So disappointed with this phone,-1
awsome mobile i loved oppo,1
they dont even reply to your message this phone was found with a mic issue and when I complained they didnt reply to my text very poor,-1
mobile work asmbut ram out of 4gb it show 16gb,0
good phone average bty camera struggle in low light rest phone is super,0
a unique design,1
This phone is not good,-1
Chhan phone ahe,0
Thank you flipkart,0
very bad phone is today death,-1
looking like iPhone,0
super,1
Very bad smartphonepls dont buy thisyour money will be totaly wastemic does not work hanging prblmpls pls pls dont buy it Trust my commenti sold that mobile after 5 day of use,-1
Good Phone,1
Phones Performance Is Good But Battery Backup Is Average,0
best ever,1
k fine,1
waste of money dont buy,0
Best,1
if two dedicated SD card slot should be provided,0
osm mobile i cant belive that,0
nice phn,1
A beauty of a phone And has excellent storage and speed Fully satisfied Honor phones do not disappoint,1
Terrific,0
I have problem lenovo k6 power this is very bad mobile,-1
the only thing is Flipkart delivered the product bit late apart from that its a very nice product,0
Bad produc,-1
Always showing screen overlay delayed error tried factory reset thrice no use bug continues disappointing,-1
verry oppof9mobile good,1
Sound qwality very poor and mic is very bad,-1
Super phone,1
good phone but price little high,0
I bought it during sale for 11,0
Best mobile at this price range,1
After buying mobile buyback guarantee is not working in Flipkart website not showing buyback and exchange for oppo F9 and oppo F9 pro this both mobiles are not showing you can also check and buy before buy after purchase and cannot sell or change,0
just awesome,1
Poor product,-1
display is not at the mark,0
Music equaliser is not good even not effect any bass treble,0
2gud,0
nice mobile phone first time purchase oppo product overall happy customer it has value  buying in big billion sale in exchange ,0
I dont like Touch and hardware issues After replacing Not happy  and sold,-1
headphone miss when I received delivery,0
Excellent product,1
Very bad product It is resetting after every 2hrs Received defective product This problem started after the replacement period offer,-1
I am not Impressed,-1
phone is overall OK but the seller send me a box which  is already  open and seal again,0
good mobile and worth for the money flipkart service is very good,1
Not worth the money,0
Great Performance,1
camera clarity bit less,0
Nice product but not best futurs,0
good product,1
super excellent phone,1
Bad service by flipkart getting my phone after 9 days,-1
notification light missing otherwise very satisfying,0
Heat a lot disappointed   service center is not solving the problem bad bad bad,-1
super oppo  camera is very good  price to high,1
Insane Camera,-1
camera is lagging,0
amazing camera ,1
Mic started not working only after purchase of 15daysSoftware issuespoor software design,0
pathetic phone has to restart Everytime I need to download an app,-1
Nice phone and price is good,1
great phone ok,1
very bad mobile touch is suddenly not working condition,-1
Very poor performance,-1
Bad product never purches any product from this seller or site,-1
i love this mobile every thing is very nice,1
Massive smartphone under 15k,0
battery backup west,0
mobile phone IS awsome but flash sale is bad,-1
Performance not good,-1
value for moneyin this price,0
awsome phone,0
you will like itno heating,0
Camera quality not good,-1
its not handy and performance is notvas per our expectations weight is also too much to provide pain to palm,0
waste of money,0
supap mobile,0
Bad Speaker,-1
This is a disgusting phone ever,-1
camera excellent,1
Useless Product Sim Slot doesnt seem to be working and the worst Lenovo Customer service,-1
Lenovo Products are Worst  I never suggest anyone to buy LENOVO,-1
Worst product dont buy this Mic problem and voice is also not clear,-1
Overall product,0
Ozm,0
Worst products Worst online experience,-1
Delivery person was good behaviour,1
much better phone,1
Very nyc phoneBought it in exchange for Rs10890 Exchanged phn was Redmi note 4 for 8200Value for moneyCamera is awesomeScreen is good Only lack in Battery3500mah is too low for this heavy machineShould  be 5000mah,0
Superb,1
camera phone,0
super smartphone,1
osm,0
Awosm,0
I ordered that product gift to my Wife on her birthday but its delivered late ruin my day really embarrassing for me From that kind of competitive market not even expect that kind of delayed service that should be compensate otherwise I force to choose another ecommerce platform for now onwards purchase Quick and positive response highly appreciated,0
Best  for ever,1
behatreen got it for rs12999,0
good ,1
Worst phone of this year After using 1 month my phone gets hanged sometimes when i use to silent my phone volume level donot go below 2 level and sometimes mx player not play video,-1
value for money product but its very thick design,-1
suprb camera phone ,0
Worst mble I have seen its getting heated quickly,-1
World number one Oppo camera phone,0
Nice n so hot look,1
awesome mobile,1
Nice ,1
mobile is heating,0
Must buy Really its a smartphone,0
Good mobile in all aspects But the camera pics seems artificial but its Ok Good Battery backup and size fits our hands not much bigger,0
awesome product,1
having error in ear speaker its making noise when call is going on  flipkart not giving replacement of product for this issue earpiece issue is resolved by updating phone software,0
I love Flipkart and oppo phone is very nice camera is awesome,1
This is very good product I got it with extra exchange offer,1
value of money,0
I am fully unhappy for this product,-1
Oppo F9 is very very good product,1
phone is good finger Id  very slow ,0
exillent mobile phone,0
Very bad display,-1
very bad shiping,-1
Got the worst online productafter switching on the device after 23 hours it shows cellular network not available again have to restart it in order to get the network,-1
gud,0
poor ,-1
best ,1
worth it,0
Worst product iny life,-1
Nice pne,1
very good good good  good ,1
when I insert  earphone touch sometimes lagging,0
very  nice product  buy it,1
This is a great looking device which ticks all the right boxes The only issue I have is with Auto brightness which is not as good as my previous Samsung phone however Auto brightness increases the battery life to great extent that was a big issue with Samsung so brightness is a tradeoff between battery life and display the only other annoying thing I found is not being able to swipe off notifications they take their own 23 seconds before disappearing,0
Very nice hand set I m happy price is not higher compared to another handset,1
worth for it,0
Front camera very bad and no  notification  lights,-1
mobile is very heating,0
I am giving 3 buz it is not good for video recording,-1
very bad dont waste money by buying this in 2019 its my big mistakecamera and battery is worst feel like Chinese mob ,-1
thank u flipkart,0
Third class phone very bad,-1
rear camera not good video recording not better rear camera not DSLR over all  not Bad,0
Worth the money,0
Simply worst,-1
I have not yet seen this type of worst mobile in my life horrible,-1
SUPER   the phone is excellent,1
Great looking phone I bought this phone because of two things look and Camera Look wise the phone is just awesome But a big let down for me is its camera The pics seems fine in the day light but in low light OMG there is a lot of noise its a big let down Oppo advertise its phones as Camera phone,0
Awesome Mobile,1
Nice phone with great processor,1
Lenovo Very bad quality products,-1
beautifull,0
I am the first to buy in pasighat on first sale only in 6seconfThe phone is much better then all 90100 left 10 deduct on battery,0
After few days of usage,0
Supr,0
same feature and configuration are available in market in a very less price as i fell not so good,0
Very bad dont buy itttt,-1
Nice mobile ,1
Supb,0
Very bad camera,-1
Very good product,1
Plus Memberhahahabut not able to early access in salesNot only mi phonesany product i will never purchase from flipkart in futuresorry i am going to delete flipkart app from my phone,0
its devise is very good,1
An ultimate product  My old phone exchanged with new oppo f9 i got this phone only in rs 10431 but i request flipkart please provide bank offers on SBI credit or debit cards as most of the people are customers of SBI However thanks flipkart,0
Lenovo mobile are worst,-1
I am genuinely amazed by the camera quality of this phone Performance is also appreciable A must buy product,1
got the phone in first day of saleabsolute gem of a phone in this price range anyone planning to buy please go ahead without a second thought,0
New phone front camera not work,0
Oppo F9 Its very good Camera,1
exchange value is my exptation to hig,0
Worst fingerprint sensor Ive used,-1
very good,1
nice one,1
Graet in one word,0
Product is good But pathetic delay in delivery and worst response from call centres,-1
Purchased this device at a cost of 11800 rupees with exchange and bank discount,0
Nice phone,1
The microphone of the set is too bad,-1
At 13000INR it is a great product Inbuilt document scanner is great,1
very bad chinese product,-1
At this price this is a good phone,1
Totally awesome thank you flipkart ,1
I bought the Oppo F9 as a stopgap,0
as per given 48 mega pixel camera not good results,-1
some times touch doesnt work properlyotherwise good phone front camera depth mode very fantastic,1
everything fine,1
more success mobil in the marketAhmedabad,1
sometimes weird sound hearing from phone speaker Didnt expected this from a newly launched phone,0
Reasonable rate,0
Actually its pretty good and easy to use,1
Phone is good But speakers are upsetting badly No sound And battery performance is average,0
Best fone,1
Camera quality poor  Display clearance bad Power consumption low,-1
Its a good one worth the money,1
Nice Phone from Opposite,0
only for camera phone,0
Battery capacity very low,0
worst face sensor  battery,-1
Smart stuff,0
selfie camera is not up to mark,0
useless phone,-1
Very very bad,-1
Worst phone,-1
design is not good and specially screen should be more wide,0
Hanging problems  camera quality is not good,-1
heat problem poor battery life,-1
beast in this price segment,0
Awsome,0
awesome,1
best but some software is wrong,0
Phone mic issue worst buy,-1
excellence product in this price segment,0
bad quality batterydont buy this product,-1
front camera not good,-1
not happy,-1
Nice phone Get delivery before the date,1
Osm mobile thanx for flipkart,0
Not a good product facing problem with SIM recognition,-1
battery life is not better and phone charge in 2 hour and more i suggest buy realme 2 pro,0
Not good phone,-1
I bought it 28 th December 2018 with exchange my old vivo phone the price was 12190but today it is 10690 with exchange so am disappointed but phone is superb,0
awesome phone good battery backup,1
Worst mobile which I have used ,-1
Urgently battery charge 5000 MAH added,0
I didnt get my warranty,0
pubg  game play HD quality,-1
Better phone,1
Very bad phone,-1
Very nice n good product,1
Average,0
Very bad two to 3 times suffered with speakers,-1
Vary Nich F9,0
i Like it,0
Very Poor mobile i dont give any star,-1
useless n worst mobile evercamera issuesheating issue,-1
Flipkart has started a business of looting people They sell faulty products at low prices The phone is terribly bad Microphone is faulty and the phone heats up a lot I would have given it a negative rating if there was an option to do so,-1
Very bad mobile phone,-1
very very amazing product thanking for flipkart ur delivery is fast,1
not good at all,-1
camera is really awesomebty average over all good fone,0
Very 2 poor product Dont buy,-1
Everything works perfectly well only two issues I am facing 1 Downloading app from play store takes more time as compared to other mobile having same network 2 In youtube the video is playing at a below average quality though my other phone with the same network and location can play it in full HD  In WiFi everything works perfectly well even if it is connected with same network through hot spot  Dont know the reason behind it,0
everything is awesome but battery life is tooooooo bad,0
Republic day gift,0
camera my old phone f3pluse  camper not good it s OK not happy this price prafomanc battery good but charz time long Display not good Display over white performance very very good nice look this price display colorton not good its ok iam ,0
worst product its hanging every time dont buy this phone,-1
super mobile,1
Worst Phone Slowest ever Takes ages to restart and hangs anytime Even ehen basic minimum apps are installed Sold it on olx for 3 thousand after 11 months of use Dont know how flipcart manages these rubbish  exclusives,-1
Worst mobile in the market Dont buy Various Problem arises after using 5 months,-1
Reasonable phone but there is no notification light no flash on call function battery is draining too fast otherwise a gud nd decent phone,0
very very good product,1
Worst phone ever Ive used Flipkart does not exchange this model also,-1
Nice phone in low budget Purchased in sale With osm price,0
Okay types only at 18k many better phone available Batery charing js very slow Else it gud,0
Bad phone,-1
